date,state,deaths_pneumonia_2019,deaths_pneumonia_2020,deaths_covid19,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,epidemiological_week_2020,new_deaths_pneumonia_2020,new_deaths_covid19,new_deaths_respiratory_failure_2020
2020-04-18,PI,658,474,5,921,579,16,4,0,2
2020-04-18,PR,2963,3135,64,2099,2019,16,17,5,16
2020-04-18,RJ,6228,6875,780,3983,4417,16,125,81,80
2020-04-18,RN,916,824,18,507,504,16,5,1,4
2020-04-18,RO,295,331,8,276,258,16,5,1,4
2020-04-18,RR,93,112,2,48,64,16,0,0,1
2020-04-18,RS,3624,3620,37,3083,3085,16,27,1,30
2020-04-18,SC,1822,1749,37,1509,1329,16,5,2,10
2020-04-18,SE,473,523,4,445,429,16,3,0,2
2020-04-18,SP,19485,19410,1932,12923,13859,16,168,77,150
2020-04-18,TO,155,242,1,147,203,16,2,0,3
2020-04-17,AC,260,233,2,126,107,16,1,0,0
2020-04-17,AL,658,594,11,638,588,16,6,2,6
2020-04-17,AM,494,677,112,249,407,16,34,14,24
2020-04-17,AP,132,66,2,94,73,16,0,0,1
2020-04-17,BA,1655,1489,15,2473,2073,16,8,1,12
2020-04-17,CE,2123,2130,234,1524,1578,16,21,23,21
2020-04-17,DF,842,945,40,467,553,16,6,3,4
2020-04-17,ES,1353,1321,34,722,721,16,12,2,8
2020-04-17,GO,1773,1782,48,1406,1478,16,14,2,13
2020-04-17,MA,616,549,32,620,621,16,6,11,8
2020-04-17,MG,5562,5615,114,4737,4660,16,35,4,18
2020-04-17,MS,885,899,4,612,646,16,2,0,2
2020-04-17,MT,240,251,5,256,183,16,1,0,3
2020-04-17,PA,598,521,9,601,616,16,4,0,2
2020-04-17,PB,1279,1156,21,1149,1035,16,5,1,8
2020-04-17,PE,2180,2262,96,2166,2181,16,14,7,17
2020-04-17,PI,650,470,5,913,577,16,1,0,2
2020-04-17,PR,2928,3118,59,2081,2003,16,28,6,24
2020-04-17,RJ,6162,6750,699,3923,4337,16,96,59,75
2020-04-17,RN,906,819,17,502,500,16,3,0,1
2020-04-17,RO,290,326,7,271,254,16,1,1,1
2020-04-17,RR,92,112,2,46,63,16,0,0,1
2020-04-17,RS,3585,3593,36,3051,3055,16,23,2,21
2020-04-17,SC,1801,1744,35,1493,1319,16,9,1,14
2020-04-17,SE,469,520,4,437,427,16,4,0,3
2020-04-17,SP,19300,19242,1855,12798,13709,16,146,92,157
2020-04-17,TO,154,240,1,147,200,16,0,0,0
2020-04-16,AC,259,232,2,125,107,16,0,0,0
2020-04-16,AL,654,588,9,630,582,16,2,1,5
2020-04-16,AM,486,643,98,246,383,16,28,7,27
2020-04-16,AP,131,66,2,94,72,16,0,1,0
2020-04-16,BA,1635,1481,14,2441,2061,16,9,2,16
2020-04-16,CE,2097,2109,211,1497,1557,16,18,18,17
2020-04-16,DF,836,939,37,463,549,16,7,0,3
2020-04-16,ES,1336,1309,32,713,713,16,7,4,6
2020-04-16,GO,1757,1768,46,1394,1465,16,15,0,12
2020-04-16,MA,602,543,21,615,613,16,0,0,6
2020-04-16,MG,5508,5580,110,4699,4642,16,35,5,22
2020-04-16,MS,871,897,4,611,644,16,5,0,2
2020-04-16,MT,235,250,5,255,180,16,1,0,2
2020-04-16,PA,593,517,9,594,614,16,5,2,8
2020-04-16,PB,1265,1151,20,1134,1027,16,8,2,6
2020-04-16,PE,2157,2248,89,2152,2164,16,13,9,12
2020-04-16,PI,639,469,5,905,575,16,1,0,1
2020-04-16,PR,2897,3090,53,2061,1979,16,28,1,13
2020-04-16,RJ,6094,6654,640,3881,4262,16,106,69,71
2020-04-16,RN,896,816,17,496,499,16,9,1,6
2020-04-16,RO,290,325,6,268,253,16,3,0,1
2020-04-16,RR,91,112,2,46,62,16,0,0,0
2020-04-16,RS,3556,3570,34,3030,3034,16,29,3,22
2020-04-16,SC,1784,1735,34,1479,1305,16,10,2,12
2020-04-16,SE,465,516,4,435,424,16,6,1,4
2020-04-16,SP,19112,19096,1763,12685,13552,16,164,78,161
2020-04-16,TO,152,240,1,146,200,16,0,0,1
2020-04-15,AC,257,232,2,125,107,16,1,1,0
2020-04-15,AL,648,586,8,624,577,16,1,0,2
2020-04-15,AM,479,615,91,243,356,16,24,13,17
2020-04-15,AP,130,66,1,93,72,16,0,0,0
2020-04-15,BA,1617,1472,12,2416,2045,16,13,2,17
2020-04-15,CE,2076,2091,193,1480,1540,16,23,16,14
2020-04-15,DF,828,932,37,458,546,16,10,3,5
2020-04-15,ES,1314,1302,28,706,707,16,16,2,12
2020-04-15,GO,1738,1753,46,1382,1453,16,11,0,9
2020-04-15,MA,594,543,21,603,607,16,5,3,6
2020-04-15,MG,5459,5545,105,4654,4620,16,32,9,39
2020-04-15,MS,859,892,4,604,642,16,5,1,7
2020-04-15,MT,231,249,5,252,178,16,4,0,2
2020-04-15,PA,586,512,7,589,606,16,1,0,3
2020-04-15,PB,1246,1143,18,1122,1021,16,9,2,11
2020-04-15,PE,2136,2235,80,2128,2152,16,16,11,17
2020-04-15,PI,632,468,5,899,574,16,1,0,3
2020-04-15,PR,2869,3062,52,2036,1966,16,30,7,10
2020-04-15,RJ,6013,6548,571,3831,4191,16,93,73,73
2020-04-15,RN,881,807,16,491,493,16,5,1,6
2020-04-15,RO,288,322,6,263,252,16,4,0,2
2020-04-15,RR,91,112,2,46,62,16,0,0,0
2020-04-15,RS,3520,3541,31,2997,3012,16,31,1,38
2020-04-15,SC,1765,1725,32,1465,1293,16,16,1,8
2020-04-15,SE,458,510,3,428,420,16,3,0,2
2020-04-15,SP,18910,18932,1685,12565,13391,16,141,76,151
2020-04-15,TO,149,240,1,141,199,16,3,0,1
2020-04-14,AC,255,231,1,125,107,16,2,0,1
2020-04-14,AL,644,585,8,617,575,16,6,0,3
2020-04-14,AM,472,591,78,238,339,16,30,12,15
2020-04-14,AP,129,66,1,93,72,16,0,0,0
2020-04-14,BA,1605,1459,10,2397,2028,16,17,0,21
2020-04-14,CE,2054,2068,177,1460,1526,16,17,15,25
2020-04-14,DF,822,922,34,454,541,16,6,2,6
2020-04-14,ES,1297,1286,26,701,695,16,8,3,7
2020-04-14,GO,1718,1742,46,1368,1444,16,11,3,9
2020-04-14,MA,588,538,18,596,601,16,3,1,1
2020-04-14,MG,5402,5513,96,4606,4581,16,30,5,26
2020-04-14,MS,847,887,3,598,635,16,5,0,4
2020-04-14,MT,227,245,5,251,176,16,1,0,3
2020-04-14,PA,575,511,7,580,603,16,1,3,3
2020-04-14,PB,1235,1134,16,1109,1010,16,15,3,13
2020-04-14,PE,2115,2219,69,2099,2135,16,24,11,20
2020-04-14,PI,625,467,5,891,571,16,1,0,1
2020-04-14,PR,2837,3032,45,2017,1956,16,20,4,12
2020-04-14,RJ,5943,6455,498,3791,4118,16,105,46,67
2020-04-14,RN,867,802,15,485,487,16,3,0,6
2020-04-14,RO,287,318,6,257,250,16,2,1,3
2020-04-14,RR,91,112,2,45,62,16,1,0,1
2020-04-14,RS,3478,3510,30,2964,2974,16,32,0,24
2020-04-14,SC,1743,1709,31,1449,1285,16,11,4,12
2020-04-14,SE,453,507,3,421,418,16,3,0,0
2020-04-14,SP,18736,18791,1609,12434,13240,16,146,78,170
2020-04-14,TO,148,237,1,138,198,16,1,1,1
2020-04-13,AC,253,229,1,125,106,16,2,0,1
2020-04-13,AL,640,579,8,610,572,16,8,0,2
2020-04-13,AM,464,561,66,234,324,16,18,8,17
2020-04-13,AP,129,66,1,93,72,16,2,0,0
2020-04-13,BA,1588,1442,10,2372,2007,16,7,1,16
2020-04-13,CE,2031,2051,162,1443,1501,16,25,16,18
2020-04-13,DF,810,916,32,445,535,16,3,1,3
2020-04-13,ES,1283,1278,23,690,688,16,6,1,3
2020-04-13,GO,1706,1731,43,1351,1435,16,12,0,10
2020-04-13,MA,584,535,17,588,600,16,3,3,8
2020-04-13,MG,5354,5483,91,4556,4555,16,38,3,32
2020-04-13,MS,836,882,3,587,631,16,7,1,3
2020-04-13,MT,225,244,5,246,173,16,2,1,0
2020-04-13,PA,571,510,4,569,600,16,3,1,1
2020-04-13,PB,1218,1119,13,1104,997,16,12,3,17
2020-04-13,PE,2097,2195,58,2079,2115,16,19,7,30
2020-04-13,PI,611,466,5,878,570,16,3,1,2
2020-04-13,PR,2802,3012,41,1993,1944,16,23,5,18
2020-04-13,RJ,5868,6350,452,3740,4051,16,79,48,62
2020-04-13,RN,855,799,15,481,481,16,6,0,3
2020-04-13,RO,285,316,5,251,247,16,1,1,1
2020-04-13,RR,88,111,2,44,61,16,0,0,0
2020-04-13,RS,3450,3478,30,2943,2950,16,40,5,36
2020-04-13,SC,1722,1698,27,1428,1273,16,10,1,11
2020-04-13,SE,451,504,3,420,418,16,3,0,0
2020-04-13,SP,18546,18645,1531,12296,13070,16,160,102,174
2020-04-13,TO,143,236,0,136,197,16,3,0,1
2020-04-12,AC,253,227,1,125,105,16,1,0,3
2020-04-12,AL,634,571,8,604,570,16,3,0,0
2020-04-12,AM,455,543,58,231,307,16,19,5,12
2020-04-12,AP,126,64,1,91,72,16,2,0,1
2020-04-12,BA,1569,1435,9,2349,1991,16,14,0,20
2020-04-12,CE,2009,2026,146,1427,1483,16,25,14,29
2020-04-12,DF,798,913,31,436,532,16,13,3,8
2020-04-12,ES,1273,1272,22,682,685,16,10,5,10
2020-04-12,GO,1694,1719,43,1343,1425,16,10,4,14
2020-04-12,MA,578,532,14,583,592,16,7,4,2
2020-04-12,MG,5290,5445,88,4502,4523,16,43,3,24
2020-04-12,MS,834,875,2,583,628,16,3,0,7
2020-04-12,MT,225,242,4,245,173,16,3,0,1
2020-04-12,PA,563,507,3,564,599,16,1,0,6
2020-04-12,PB,1203,1107,10,1087,980,16,8,2,6
2020-04-12,PE,2070,2176,51,2057,2085,16,21,8,23
2020-04-12,PI,604,463,4,867,568,16,5,0,4
2020-04-12,PR,2765,2989,36,1978,1926,16,30,1,22
2020-04-12,RJ,5792,6271,404,3691,3989,16,91,59,65
2020-04-12,RN,845,793,15,481,478,16,4,0,5
2020-04-12,RO,281,315,4,248,246,16,0,0,2
2020-04-12,RR,86,111,2,43,61,16,0,0,0
2020-04-12,RS,3406,3438,25,2915,2914,16,23,2,21
2020-04-12,SC,1702,1688,26,1413,1262,16,15,1,9
2020-04-12,SE,444,501,3,416,418,16,5,0,6
2020-04-12,SP,18351,18485,1429,12183,12896,16,144,92,166
2020-04-12,TO,139,233,0,133,196,16,1,0,2
2020-04-11,AC,248,226,1,124,102,15,2,0,1
2020-04-11,AL,625,568,8,597,570,15,5,0,2
2020-04-11,AM,450,524,53,226,295,15,20,15,9
2020-04-11,AP,124,62,1,91,71,15,0,1,1
2020-04-11,BA,1555,1421,9,2326,1971,15,8,0,12
2020-04-11,CE,1982,2001,132,1413,1454,15,22,14,17
2020-04-11,DF,794,900,28,433,524,15,13,2,7
2020-04-11,ES,1261,1262,17,669,675,15,11,1,6
2020-04-11,GO,1674,1709,39,1329,1411,15,11,2,13
2020-04-11,MA,571,525,10,576,590,15,5,2,7
2020-04-11,MG,5243,5402,85,4445,4499,15,39,4,47
2020-04-11,MS,825,872,2,577,621,15,6,0,4
2020-04-11,MT,222,239,4,243,172,15,2,1,1
2020-04-11,PA,555,506,3,561,593,15,6,0,3
2020-04-11,PB,1191,1099,8,1077,974,15,8,1,13
2020-04-11,PE,2050,2155,43,2035,2062,15,17,4,17
2020-04-11,PI,598,458,4,850,564,15,6,0,1
2020-04-11,PR,2735,2959,35,1957,1904,15,27,3,18
2020-04-11,RJ,5731,6180,345,3643,3924,15,68,39,46
2020-04-11,RN,832,789,15,473,473,15,8,3,5
2020-04-11,RO,271,315,4,243,244,15,3,1,2
2020-04-11,RR,84,111,2,43,61,15,1,0,0
2020-04-11,RS,3374,3415,23,2888,2893,15,31,1,27
2020-04-11,SC,1685,1673,25,1401,1253,15,13,3,15
2020-04-11,SE,436,496,3,411,412,15,4,0,6
2020-04-11,SP,18145,18341,1337,12052,12730,15,167,86,173
2020-04-11,TO,136,232,0,129,194,15,2,0,0
2020-04-10,AC,243,224,1,121,101,15,2,0,0
2020-04-10,AL,619,563,8,590,568,15,5,1,4
2020-04-10,AM,440,504,38,221,286,15,12,7,8
2020-04-10,AP,122,62,0,90,70,15,1,0,0
2020-04-10,BA,1543,1413,9,2309,1959,15,8,1,10
2020-04-10,CE,1957,1979,118,1399,1437,15,17,10,7
2020-04-10,DF,782,887,26,429,517,15,4,0,3
2020-04-10,ES,1249,1251,16,663,669,15,13,2,4
2020-04-10,GO,1657,1698,37,1320,1398,15,13,3,8
2020-04-10,MA,566,520,8,569,583,15,4,0,8
2020-04-10,MG,5181,5363,81,4385,4452,15,48,6,28
2020-04-10,MS,816,866,2,572,617,15,12,0,5
2020-04-10,MT,221,237,3,242,171,15,1,0,1
2020-04-10,PA,550,500,3,552,590,15,0,0,3
2020-04-10,PB,1171,1091,7,1063,961,15,10,1,8
2020-04-10,PE,2037,2138,39,2009,2045,15,20,6,20
2020-04-10,PI,593,452,4,840,563,15,1,0,2
2020-04-10,PR,2716,2932,32,1935,1886,15,19,1,14
2020-04-10,RJ,5664,6112,306,3608,3878,15,74,29,47
2020-04-10,RN,817,781,12,469,468,15,6,0,6
2020-04-10,RO,268,312,3,236,242,15,5,0,2
2020-04-10,RR,83,110,2,43,61,15,0,0,0
2020-04-10,RS,3338,3384,22,2858,2866,15,38,1,32
2020-04-10,SC,1668,1660,22,1388,1238,15,18,2,6
2020-04-10,SE,435,492,3,407,406,15,4,0,2
2020-04-10,SP,17980,18174,1251,11914,12557,15,150,85,189
2020-04-10,TO,134,230,0,127,194,15,2,0,1
2020-04-09,AC,241,222,1,120,101,15,1,0,2
2020-04-09,AL,611,558,7,578,564,15,6,3,9
2020-04-09,AM,434,492,31,219,278,15,18,8,11
2020-04-09,AP,119,61,0,88,70,15,0,0,0
2020-04-09,BA,1532,1405,8,2281,1949,15,11,0,13
2020-04-09,CE,1924,1962,108,1371,1430,15,27,11,23
2020-04-09,DF,776,883,26,426,514,15,10,0,4
2020-04-09,ES,1237,1238,14,656,665,15,9,1,11
2020-04-09,GO,1639,1685,34,1308,1390,15,14,0,8
2020-04-09,MA,560,516,8,561,575,15,6,0,5
2020-04-09,MG,5124,5315,75,4334,4424,15,49,3,38
2020-04-09,MS,799,854,2,565,612,15,8,0,3
2020-04-09,MT,218,236,3,240,170,15,0,0,1
2020-04-09,PA,547,500,3,546,587,15,4,1,5
2020-04-09,PB,1162,1081,6,1052,953,15,9,0,9
2020-04-09,PE,2009,2118,33,1998,2025,15,16,3,17
2020-04-09,PI,591,451,4,829,561,15,3,0,5
2020-04-09,PR,2683,2913,31,1918,1872,15,30,2,23
2020-04-09,RJ,5602,6038,277,3563,3831,15,65,27,40
2020-04-09,RN,809,775,12,463,462,15,2,1,5
2020-04-09,RO,262,307,3,233,240,15,3,0,1
2020-04-09,RR,83,110,2,43,61,15,1,1,2
2020-04-09,RS,3296,3346,21,2824,2834,15,25,0,30
2020-04-09,SC,1657,1642,20,1378,1232,15,9,1,16
2020-04-09,SE,431,488,3,403,404,15,8,0,2
2020-04-09,SP,17804,18024,1166,11795,12368,15,152,73,135
2020-04-09,TO,131,228,0,126,193,15,3,0,2
2020-04-08,AC,236,221,1,116,99,15,1,0,0
2020-04-08,AL,599,552,4,568,555,15,5,1,6
2020-04-08,AM,426,474,23,217,267,15,8,3,7
2020-04-08,AP,118,61,0,87,70,15,0,0,0
2020-04-08,BA,1512,1394,8,2257,1936,15,12,0,15
2020-04-08,CE,1897,1935,97,1350,1407,15,15,11,12
2020-04-08,DF,772,873,26,423,510,15,7,1,4
2020-04-08,ES,1225,1229,13,652,654,15,10,3,6
2020-04-08,GO,1621,1671,34,1287,1382,15,18,5,19
2020-04-08,MA,554,510,8,556,570,15,9,1,8
2020-04-08,MG,5078,5266,72,4299,4386,15,43,10,36
2020-04-08,MS,783,846,2,559,609,15,8,0,6
2020-04-08,MT,214,236,3,235,169,15,3,1,3
2020-04-08,PA,543,496,2,542,582,15,6,0,5
2020-04-08,PB,1153,1072,6,1045,944,15,9,1,6
2020-04-08,PE,1985,2102,30,1970,2008,15,17,3,17
2020-04-08,PI,589,448,4,824,556,15,5,0,4
2020-04-08,PR,2644,2883,29,1885,1849,15,23,5,27
2020-04-08,RJ,5550,5973,250,3525,3791,15,82,32,57
2020-04-08,RN,802,773,11,453,457,15,11,2,4
2020-04-08,RO,258,304,3,231,239,15,2,1,2
2020-04-08,RR,83,109,1,43,59,15,1,0,1
2020-04-08,RS,3260,3321,21,2794,2804,15,30,1,35
2020-04-08,SC,1640,1633,19,1365,1216,15,20,0,14
2020-04-08,SE,425,480,3,401,402,15,4,0,6
2020-04-08,SP,17594,17872,1093,11653,12233,15,149,79,148
2020-04-08,TO,131,225,0,125,191,15,1,0,0
2020-04-07,AC,234,220,1,116,99,15,4,1,0
2020-04-07,AL,598,547,3,562,549,15,3,0,3
2020-04-07,AM,419,466,20,214,260,15,14,9,13
2020-04-07,AP,115,61,0,83,70,15,1,0,1
2020-04-07,BA,1502,1382,8,2237,1921,15,12,0,14
2020-04-07,CE,1871,1920,86,1338,1395,15,35,4,19
2020-04-07,DF,767,866,25,422,506,15,7,0,7
2020-04-07,ES,1206,1219,10,642,648,15,18,0,9
2020-04-07,GO,1608,1653,29,1274,1363,15,13,4,25
2020-04-07,MA,549,501,7,545,562,15,5,6,8
2020-04-07,MG,5024,5223,62,4254,4350,15,44,4,43
2020-04-07,MS,769,838,2,554,603,15,7,1,5
2020-04-07,MT,212,233,2,231,166,15,1,0,1
2020-04-07,PA,536,490,2,537,577,15,4,0,3
2020-04-07,PB,1132,1063,5,1024,938,15,9,0,8
2020-04-07,PE,1964,2085,27,1944,1991,15,19,4,26
2020-04-07,PI,588,443,4,817,552,15,0,1,0
2020-04-07,PR,2624,2860,24,1869,1822,15,24,2,18
2020-04-07,RJ,5474,5891,218,3482,3734,15,82,25,55
2020-04-07,RN,792,762,9,447,453,15,8,1,2
2020-04-07,RO,255,302,2,223,237,15,2,0,1
2020-04-07,RR,83,108,1,41,58,15,1,0,0
2020-04-07,RS,3222,3291,20,2760,2769,15,24,2,27
2020-04-07,SC,1622,1613,19,1348,1202,15,11,1,8
2020-04-07,SE,422,476,3,398,396,15,1,0,2
2020-04-07,SP,17421,17723,1014,11515,12085,15,173,91,192
2020-04-07,TO,129,224,0,123,191,15,0,0,0
2020-04-06,AC,233,216,0,115,99,15,4,0,1
2020-04-06,AL,591,544,3,556,546,15,7,0,4
2020-04-06,AM,414,452,11,213,247,15,9,3,9
2020-04-06,AP,113,60,0,81,69,15,1,0,1
2020-04-06,BA,1490,1370,8,2219,1907,15,9,0,17
2020-04-06,CE,1844,1885,82,1318,1376,15,25,13,27
2020-04-06,DF,757,859,25,417,499,15,14,0,4
2020-04-06,ES,1193,1201,10,638,639,15,14,0,1
2020-04-06,GO,1582,1640,25,1254,1338,15,13,3,11
2020-04-06,MA,537,496,1,534,554,15,6,1,10
2020-04-06,MG,4965,5179,58,4209,4307,15,59,3,33
2020-04-06,MS,759,831,1,543,598,15,12,0,9
2020-04-06,MT,211,232,2,229,165,15,2,0,4
2020-04-06,PA,531,486,2,533,574,15,7,0,6
2020-04-06,PB,1116,1054,5,1013,930,15,10,0,9
2020-04-06,PE,1940,2066,23,1924,1965,15,28,3,24
2020-04-06,PI,577,443,3,803,552,15,0,0,4
2020-04-06,PR,2598,2836,22,1852,1804,15,36,6,33
2020-04-06,RJ,5408,5809,193,3448,3679,15,68,23,32
2020-04-06,RN,784,754,8,441,451,15,6,0,3
2020-04-06,RO,249,300,2,215,236,15,6,0,3
2020-04-06,RR,83,107,1,41,58,15,2,0,1
2020-04-06,RS,3187,3267,18,2724,2742,15,22,3,29
2020-04-06,SC,1601,1602,18,1332,1194,15,19,1,13
2020-04-06,SE,414,475,3,393,394,15,5,1,5
2020-04-06,SP,17236,17550,923,11389,11893,15,178,88,163
2020-04-06,TO,128,224,0,122,191,15,0,0,3
2020-04-05,AC,228,212,0,114,98,15,2,0,2
2020-04-05,AL,582,537,3,548,542,15,7,0,5
2020-04-05,AM,411,443,8,211,238,15,15,0,6
2020-04-05,AP,112,59,0,78,68,15,0,0,1
2020-04-05,BA,1472,1361,8,2195,1890,15,12,0,14
2020-04-05,CE,1813,1860,69,1300,1349,15,26,10,21
2020-04-05,DF,744,845,25,412,495,15,13,3,6
2020-04-05,ES,1178,1187,10,625,638,15,16,3,6
2020-04-05,GO,1563,1627,22,1240,1327,15,19,8,17
2020-04-05,MA,529,490,0,532,544,15,7,0,2
2020-04-05,MG,4907,5120,55,4164,4274,15,63,7,41
2020-04-05,MS,752,819,1,534,589,15,4,0,7
2020-04-05,MT,205,230,2,222,161,15,3,0,2
2020-04-05,PA,523,479,2,526,568,15,4,1,4
2020-04-05,PB,1098,1044,5,997,921,15,14,1,10
2020-04-05,PE,1918,2038,20,1898,1941,15,23,5,25
2020-04-05,PI,568,443,3,796,548,15,3,0,6
2020-04-05,PR,2582,2800,16,1835,1771,15,30,2,20
2020-04-05,RJ,5350,5741,170,3401,3647,15,77,30,63
2020-04-05,RN,779,748,8,434,448,15,6,1,2
2020-04-05,RO,243,294,2,212,233,15,4,0,0
2020-04-05,RR,83,105,1,38,57,15,3,0,0
2020-04-05,RS,3159,3245,15,2692,2713,15,30,1,29
2020-04-05,SC,1588,1583,17,1317,1181,15,20,1,13
2020-04-05,SE,411,470,2,389,389,15,5,0,2
2020-04-05,SP,17056,17372,835,11266,11730,15,165,108,166
2020-04-05,TO,124,224,0,122,188,15,1,0,2
2020-04-04,AC,225,210,0,114,96,14,1,0,0
2020-04-04,AL,576,530,3,542,537,14,2,0,2
2020-04-04,AM,403,428,8,208,232,14,9,2,6
2020-04-04,AP,111,59,0,76,67,14,0,0,0
2020-04-04,BA,1450,1349,8,2170,1876,14,10,0,15
2020-04-04,CE,1795,1834,59,1283,1328,14,13,6,13
2020-04-04,DF,737,832,22,407,489,14,10,3,10
2020-04-04,ES,1169,1171,7,620,632,14,15,1,5
2020-04-04,GO,1547,1608,14,1221,1310,14,16,3,21
2020-04-04,MA,523,483,0,527,542,14,4,0,3
2020-04-04,MG,4856,5057,48,4125,4233,14,34,2,33
2020-04-04,MS,749,815,1,527,582,14,6,0,7
2020-04-04,MT,200,227,2,220,159,14,2,1,3
2020-04-04,PA,517,475,1,521,564,14,7,0,4
2020-04-04,PB,1088,1030,4,987,911,14,9,0,6
2020-04-04,PE,1906,2015,15,1882,1916,14,28,4,26
2020-04-04,PI,559,440,3,780,542,14,0,0,4
2020-04-04,PR,2550,2770,14,1810,1751,14,25,4,15
2020-04-04,RJ,5288,5664,140,3368,3584,14,72,22,49
2020-04-04,RN,770,742,7,428,446,14,9,1,7
2020-04-04,RO,234,290,2,208,233,14,3,0,3
2020-04-04,RR,82,102,1,38,57,14,0,0,0
2020-04-04,RS,3119,3215,14,2665,2684,14,28,2,22
2020-04-04,SC,1568,1563,16,1305,1168,14,11,3,11
2020-04-04,SE,404,465,2,385,387,14,3,0,1
2020-04-04,SP,16893,17207,727,11141,11564,14,166,85,182
2020-04-04,TO,121,223,0,119,186,14,4,0,0
2020-04-03,AC,220,209,0,112,96,14,2,0,2
2020-04-03,AL,570,528,3,536,535,14,0,0,1
2020-04-03,AM,397,419,6,207,226,14,9,3,8
2020-04-03,AP,110,59,0,76,67,14,0,0,0
2020-04-03,BA,1433,1339,8,2152,1861,14,11,1,10
2020-04-03,CE,1777,1821,53,1273,1315,14,24,10,16
2020-04-03,DF,726,822,19,398,479,14,10,2,2
2020-04-03,ES,1156,1156,6,614,627,14,12,1,7
2020-04-03,GO,1535,1592,11,1209,1289,14,19,1,12
2020-04-03,MA,519,479,0,524,539,14,4,0,3
2020-04-03,MG,4806,5023,46,4075,4200,14,39,9,31
2020-04-03,MS,742,809,1,525,575,14,9,0,5
2020-04-03,MT,199,225,1,219,156,14,3,1,0
2020-04-03,PA,514,468,1,518,560,14,4,1,7
2020-04-03,PB,1082,1021,4,980,905,14,8,1,7
2020-04-03,PE,1895,1987,11,1865,1890,14,21,1,20
2020-04-03,PI,553,440,3,771,538,14,5,1,2
2020-04-03,PR,2528,2745,10,1788,1736,14,33,4,23
2020-04-03,RJ,5226,5592,118,3329,3535,14,76,25,49
2020-04-03,RN,759,733,6,422,439,14,7,0,8
2020-04-03,RO,230,287,2,207,230,14,7,0,4
2020-04-03,RR,81,102,1,38,57,14,1,1,2
2020-04-03,RS,3081,3187,12,2631,2662,14,29,4,22
2020-04-03,SC,1545,1552,13,1290,1157,14,20,1,12
2020-04-03,SE,396,462,2,380,386,14,8,0,2
2020-04-03,SP,16703,17041,642,11019,11382,14,212,72,181
2020-04-03,TO,121,219,0,119,186,14,5,0,4
2020-04-02,AC,217,207,0,110,94,14,1,0,1
2020-04-02,AL,567,528,3,528,534,14,5,0,6
2020-04-02,AM,388,410,3,201,218,14,7,1,6
2020-04-02,AP,107,59,0,75,67,14,0,0,0
2020-04-02,BA,1413,1328,7,2126,1851,14,13,2,28
2020-04-02,CE,1751,1797,43,1259,1299,14,24,8,27
2020-04-02,DF,721,812,17,392,477,14,13,3,4
2020-04-02,ES,1148,1144,5,611,620,14,9,2,8
2020-04-02,GO,1511,1573,10,1195,1277,14,13,1,15
2020-04-02,MA,515,475,0,519,536,14,4,0,10
2020-04-02,MG,4742,4984,37,4012,4169,14,53,7,37
2020-04-02,MS,734,800,1,516,570,14,8,0,7
2020-04-02,MT,199,222,0,217,156,14,2,0,2
2020-04-02,PA,507,464,0,512,553,14,2,0,8
2020-04-02,PB,1066,1013,3,970,898,14,11,0,12
2020-04-02,PE,1881,1966,10,1842,1870,14,14,0,12
2020-04-02,PI,545,435,2,757,536,14,3,0,5
2020-04-02,PR,2501,2712,6,1767,1713,14,22,0,24
2020-04-02,RJ,5168,5516,93,3295,3486,14,79,14,44
2020-04-02,RN,748,726,6,415,431,14,12,1,3
2020-04-02,RO,226,280,2,203,226,14,7,0,3
2020-04-02,RR,81,101,0,38,55,14,1,0,2
2020-04-02,RS,3044,3158,8,2588,2640,14,25,1,17
2020-04-02,SC,1519,1532,12,1275,1145,14,15,4,11
2020-04-02,SE,389,454,2,375,384,14,5,2,2
2020-04-02,SP,16534,16829,570,10898,11201,14,165,68,169
2020-04-02,TO,119,214,0,118,182,14,1,0,3
2020-04-01,AC,216,206,0,110,93,14,1,0,1
2020-04-01,AL,555,523,3,518,528,14,7,1,10
2020-04-01,AM,382,403,2,199,212,14,8,1,3
2020-04-01,AP,105,59,0,74,67,14,0,0,0
2020-04-01,BA,1400,1315,5,2100,1823,14,15,2,23
2020-04-01,CE,1728,1773,35,1244,1272,14,26,4,15
2020-04-01,DF,711,799,14,389,473,14,10,1,7
2020-04-01,ES,1132,1135,3,601,612,14,10,3,12
2020-04-01,GO,1490,1560,9,1179,1262,14,15,1,11
2020-04-01,MA,510,471,0,511,526,14,5,0,5
2020-04-01,MG,4707,4931,30,3974,4132,14,48,7,44
2020-04-01,MS,726,792,1,513,563,14,12,1,7
2020-04-01,MT,199,220,0,211,154,14,5,0,2
2020-04-01,PA,501,462,0,506,545,14,4,0,5
2020-04-01,PB,1057,1002,3,962,886,14,9,1,4
2020-04-01,PE,1867,1952,10,1812,1858,14,15,2,17
2020-04-01,PI,537,432,2,748,531,14,4,0,3
2020-04-01,PR,2478,2690,6,1748,1689,14,27,1,14
2020-04-01,RJ,5107,5437,79,3247,3442,14,55,17,48
2020-04-01,RN,738,714,5,410,428,14,8,0,7
2020-04-01,RO,220,273,2,200,223,14,5,0,0
2020-04-01,RR,80,100,0,37,53,14,1,0,0
2020-04-01,RS,3009,3133,7,2557,2623,14,29,1,29
